VB,BEB'X,PB',BEBX,VB',XB',XX,AX,BEAX,RB',EB',PX,NX,RX,EB,Bandgap
11,-4.526240733,6.8,-2.710961454,3,1.61,2.96,3.3635882,-3.75,0.675,3.441360006,3.05,35,0.8825,2.962960005,1.2152
1,-3.706595889,8.12,-4.273256801,3,1.81,2.96,3.3635882,-3.629490255,0.76,2.828384005,3.05,35,0.8825,1.656720003,1.2177
1,-3.706595889,8.12,-4.273256801,3,1.81,2.96,3.3635882,-4.273256801,0.76,2.828384005,3.05,35,0.8825,1.656720003,1.2217
11,-2.995223886,7.4,-2.710961454,5,2.02,2.96,3.3635882,-4.273256801,1.035,2.179840003,3.05,35,0.8825,2.962960005,1.2721
11,-3.393197278,6.6,-2.931950148,5,2.05,3.16,3.612725,-4.684686849,0.83,2.749760004,2.18,17,0.78,2.962960005,1.2816
11,-2.995223886,7.4,-2.710961454,5,2.02,2.96,3.3635882,-3.629490255,1.035,2.179840003,3.05,35,0.8825,2.962960005,1.2818
11,-3.393197278,6.6,-2.931950148,5,2.05,3.16,3.612725,-3.955721302,0.83,2.749760004,2.18,17,0.78,2.962960005,1.2961
11,-2.995223886,7.4,-2.710961454,5,2.02,2.96,3.3635882,-3.709164607,1.035,2.179840003,3.05,35,0.8825,2.962960005,1.3113
11,-2.995223886,7.4,-2.710961454,5,2.02,2.96,3.3635882,-3.75,1.035,2.179840003,3.05,35,0.8825,2.962960005,1.3184
11,-3.393197278,6.6,-2.931950148,5,2.05,3.16,3.612725,-3.99502,0.83,2.749760004,2.18,17,0.78,2.962960005,1.3276
11,-2.995223886,7.4,-2.710961454,5,2.02,2.96,3.3635882,-3.864613159,1.035,2.179840003,3.05,35,0.8825,2.962960005,1.3495
11,-3.393197278,6.6,-2.931950148,5,2.05,3.16,3.612725,-4.016865235,0.83,2.749760004,2.18,17,0.78,2.962960005,1.3525
11,-3.393197278,6.6,-2.931950148,5,2.05,3.16,3.612725,-4.169720578,0.83,2.749760004,2.18,17,0.78,2.962960005,1.3997
1,-3.706595889,8.12,-3.629490255,3,1.81,2.96,3.3635882,-3.864613159,0.76,2.828384005,3.05,35,0.8825,1.118000002,1.4373
1,-3.706595889,8.12,-3.629490255,3,1.81,2.96,3.3635882,-3.75,0.76,2.828384005,3.05,35,0.8825,1.118000002,1.4455
1,-3.706595889,8.12,-3.629490255,3,1.81,2.96,3.3635882,-3.709164607,0.76,2.828384005,3.05,35,0.8825,1.118000002,1.4559
1,-3.706595889,8.12,-3.629490255,3,1.81,2.96,3.3635882,-3.629490255,0.76,2.828384005,3.05,35,0.8825,1.118000002,1.4764
1,-3.706595889,8.12,-3.629490255,3,1.81,2.96,3.3635882,-4.273256801,0.76,2.828384005,3.05,35,0.8825,1.118000002,1.494
1,-4.057958743,9.1,-4.273256801,3,1.78,2.96,3.3635882,-3.864613159,0.94,2.527200004,3.05,35,0.8825,1.656720003,1.584
1,-4.057958743,9.1,-4.273256801,3,1.78,2.96,3.3635882,-3.75,0.94,2.527200004,3.05,35,0.8825,1.656720003,1.6008
1,-4.057958743,9.1,-4.273256801,3,1.78,2.96,3.3635882,-3.709164607,0.94,2.527200004,3.05,35,0.8825,1.656720003,1.6081
1,-4.057958743,9.1,-4.273256801,3,1.78,2.96,3.3635882,-3.629490255,0.94,2.527200004,3.05,35,0.8825,1.656720003,1.628
1,-4.057958743,9.1,-4.273256801,3,1.78,2.96,3.3635882,-4.273256801,0.94,2.527200004,3.05,35,0.8825,1.656720003,1.6397
11,-3.798499327,17.8,-3.401724661,3,1.36,2.96,3.3635882,-3.864613159,0.885,3.929120006,3.05,35,0.8825,3.508960006,1.6905
11,-3.798499327,17.8,-3.401724661,3,1.36,2.96,3.3635882,-3.75,0.885,3.929120006,3.05,35,0.8825,3.508960006,1.7286
11,-3.798499327,17.8,-3.401724661,3,1.36,2.96,3.3635882,-3.709164607,0.885,3.929120006,3.05,35,0.8825,3.508960006,1.754
11,-4.380249636,17.8,-3.638107435,3,1.36,3.16,3.612725,-3.955721302,0.885,3.929120006,2.18,17,0.78,3.508960006,1.8107
1,-4.057958743,9.1,-3.629490255,3,1.78,2.96,3.3635882,-3.864613159,0.94,2.527200004,3.05,35,0.8825,1.118000002,1.8141
1,-4.057958743,9.1,-3.629490255,3,1.78,2.96,3.3635882,-3.75,0.94,2.527200004,3.05,35,0.8825,1.118000002,1.8289
11,-3.27283595,7.4,-2.931950148,5,2.02,3.16,3.612725,-4.016865235,1.035,2.179840003,2.18,17,0.78,2.962960005,1.8296
1,-4.057958743,9.1,-3.629490255,3,1.78,2.96,3.3635882,-3.709164607,0.94,2.527200004,3.05,35,0.8825,1.118000002,1.8445
11,-4.380249636,17.8,-3.638107435,3,1.36,3.16,3.612725,-3.99502,0.885,3.929120006,2.18,17,0.78,3.508960006,1.8542
11,-4.380249636,17.8,-3.638107435,3,1.36,3.16,3.612725,-4.016865235,0.885,3.929120006,2.18,17,0.78,3.508960006,1.8599
11,-3.27283595,7.4,-2.931950148,5,2.02,3.16,3.612725,-4.169720578,1.035,2.179840003,2.18,17,0.78,2.962960005,1.8679
1,-4.057958743,9.1,-3.629490255,3,1.78,2.96,3.3635882,-3.629490255,0.94,2.527200004,3.05,35,0.8825,1.118000002,1.8688
1,-3.094295872,6.6,-3.864613159,5,2.05,2.96,3.3635882,-3.629490255,0.83,2.749760004,3.05,35,0.8825,0.795600001,2.0565
1,-3.094295872,6.6,-3.864613159,5,2.05,2.96,3.3635882,-4.273256801,0.83,2.749760004,3.05,35,0.8825,0.795600001,2.0677
1,-3.706595889,8.12,-3.75,3,1.81,2.96,3.3635882,-3.709164607,0.76,2.828384005,3.05,35,0.8825,0.841360001,2.1885
1,-3.706595889,8.12,-3.75,3,1.81,2.96,3.3635882,-3.629490255,0.76,2.828384005,3.05,35,0.8825,0.841360001,2.191
11,-5.067606027,6.8,-2.931950148,3,1.61,3.16,3.612725,-4.169720578,0.675,3.441360006,2.18,17,0.78,2.962960005,2.2606
1,-3.094295872,6.6,-3.75,5,2.05,2.96,3.3635882,-4.273256801,0.83,2.749760004,3.05,35,0.8825,0.841360001,2.2642
1,-3.094295872,6.6,-3.75,5,2.05,2.96,3.3635882,-3.629490255,0.83,2.749760004,3.05,35,0.8825,0.841360001,2.2772
1,-3.706595889,8.12,-3.864613159,3,1.81,2.96,3.3635882,-3.629490255,0.76,2.828384005,3.05,35,0.8825,0.795600001,2.3379
1,-3.094295872,6.6,-4.273256801,5,2.05,2.96,3.3635882,-3.864613159,0.83,2.749760004,3.05,35,0.8825,1.656720003,2.3412
1,-3.706595889,8.12,-3.864613159,3,1.81,2.96,3.3635882,-3.864613159,0.76,2.828384005,3.05,35,0.8825,0.795600001,2.3465
1,-3.706595889,8.12,-3.864613159,3,1.81,2.96,3.3635882,-4.273256801,0.76,2.828384005,3.05,35,0.8825,0.795600001,2.3487
1,-4.526240733,6.8,-4.273256801,3,1.61,2.96,3.3635882,-3.864613159,0.675,3.441360006,3.05,35,0.8825,1.656720003,2.3507
1,-3.706595889,8.12,-3.864613159,3,1.81,2.96,3.3635882,-3.75,0.76,2.828384005,3.05,35,0.8825,0.795600001,2.3668
1,-4.526240733,6.8,-4.273256801,3,1.61,2.96,3.3635882,-3.75,0.675,3.441360006,3.05,35,0.8825,1.656720003,2.3783
1,-3.706595889,8.12,-3.864613159,3,1.81,2.96,3.3635882,-3.709164607,0.76,2.828384005,3.05,35,0.8825,0.795600001,2.3805
1,-4.526240733,6.8,-4.273256801,3,1.61,2.96,3.3635882,-3.709164607,0.675,3.441360006,3.05,35,0.8825,1.656720003,2.3994
1,-3.393197278,6.6,-4.016865235,5,2.05,3.16,3.612725,-4.684686849,0.83,2.749760004,2.18,17,0.78,0.841360001,2.4133
1,-3.393197278,6.6,-4.016865235,5,2.05,3.16,3.612725,-3.955721302,0.83,2.749760004,2.18,17,0.78,0.841360001,2.4219
1,-4.526240733,6.8,-4.273256801,3,1.61,2.96,3.3635882,-3.629490255,0.675,3.441360006,3.05,35,0.8825,1.656720003,2.4384
1,-2.995223886,7.4,-3.864613159,5,2.02,2.96,3.3635882,-4.273256801,1.035,2.179840003,3.05,35,0.8825,0.795600001,2.5355
1,-4.057958743,9.1,-3.864613159,3,1.78,2.96,3.3635882,-3.629490255,0.94,2.527200004,3.05,35,0.8825,0.795600001,2.5558
1,-4.242998713,8.12,-4.684686849,3,1.81,3.16,3.612725,-3.99502,0.76,2.828384005,2.18,17,0.78,1.656720003,2.5592
1,-4.057958743,9.1,-3.864613159,3,1.78,2.96,3.3635882,-4.273256801,0.94,2.527200004,3.05,35,0.8825,0.795600001,2.5622
1,-4.526240733,6.8,-3.629490255,3,1.61,2.96,3.3635882,-3.75,0.675,3.441360006,3.05,35,0.8825,1.118000002,2.5625
1,-4.526240733,6.8,-3.629490255,3,1.61,2.96,3.3635882,-3.709164607,0.675,3.441360006,3.05,35,0.8825,1.118000002,2.5861
1,-4.242998713,8.12,-4.684686849,3,1.81,3.16,3.612725,-3.955721302,0.76,2.828384005,2.18,17,0.78,1.656720003,2.6237
1,-4.526240733,6.8,-3.629490255,3,1.61,2.96,3.3635882,-3.629490255,0.675,3.441360006,3.05,35,0.8825,1.118000002,2.6307
1,-4.242998713,8.12,-4.684686849,3,1.81,3.16,3.612725,-4.684686849,0.76,2.828384005,2.18,17,0.78,1.656720003,2.6507
1,-4.526240733,6.8,-3.629490255,3,1.61,2.96,3.3635882,-4.273256801,0.675,3.441360006,3.05,35,0.8825,1.118000002,2.6572
1,-4.526240733,6.8,-3.864613159,3,1.61,2.96,3.3635882,-4.273256801,0.675,3.441360006,3.05,35,0.8825,0.795600001,2.6704
11,-3.798499327,17.8,-2.710961454,3,1.36,2.96,3.3635882,-3.864613159,0.885,3.929120006,3.05,35,0.8825,2.962960005,2.7575
1,-4.526240733,6.8,-3.75,3,1.61,2.96,3.3635882,-4.273256801,0.675,3.441360006,3.05,35,0.8825,0.841360001,2.7585
11,-3.798499327,17.8,-2.710961454,3,1.36,2.96,3.3635882,-3.75,0.885,3.929120006,3.05,35,0.8825,2.962960005,2.7696
1,-4.431521419,9.1,-4.684686849,3,1.78,3.16,3.612725,-4.169720578,0.94,2.527200004,2.18,17,0.78,1.656720003,2.7717
11,-3.798499327,17.8,-2.710961454,3,1.36,2.96,3.3635882,-3.709164607,0.885,3.929120006,3.05,35,0.8825,2.962960005,2.7737
1,-4.242998713,8.12,-3.955721302,3,1.81,3.16,3.612725,-3.99502,0.76,2.828384005,2.18,17,0.78,1.118000002,2.7826
1,-4.526240733,6.8,-3.75,3,1.61,2.96,3.3635882,-3.629490255,0.675,3.441360006,3.05,35,0.8825,0.841360001,2.786
1,-3.798499327,17.8,-3.864613159,3,1.36,2.96,3.3635882,-4.273256801,0.885,3.929120006,3.05,35,0.8825,0.795600001,2.8083
1,-3.393197278,6.6,-3.955721302,5,2.05,3.16,3.612725,-4.684686849,0.83,2.749760004,2.18,17,0.78,1.118000002,2.8098
1,-3.798499327,17.8,-3.864613159,3,1.36,2.96,3.3635882,-3.629490255,0.885,3.929120006,3.05,35,0.8825,0.795600001,2.8117
1,-4.431521419,9.1,-4.684686849,3,1.78,3.16,3.612725,-4.016865235,0.94,2.527200004,2.18,17,0.78,1.656720003,2.834
1,-3.094295872,6.6,-3.75,5,2.05,2.96,3.3635882,-3.709164607,0.83,2.749760004,3.05,35,0.8825,0.841360001,2.8377
1,-3.094295872,6.6,-3.75,5,2.05,2.96,3.3635882,-3.864613159,0.83,2.749760004,3.05,35,0.8825,0.841360001,2.8394
1,-3.094295872,6.6,-3.75,5,2.05,2.96,3.3635882,-3.75,0.83,2.749760004,3.05,35,0.8825,0.841360001,2.8407
1,-3.094295872,6.6,-3.864613159,5,2.05,2.96,3.3635882,-3.709164607,0.83,2.749760004,3.05,35,0.8825,0.795600001,2.8471
1,-2.995223886,7.4,-4.273256801,5,2.02,2.96,3.3635882,-4.273256801,1.035,2.179840003,3.05,35,0.8825,1.656720003,2.9097
1,-2.995223886,7.4,-4.273256801,5,2.02,2.96,3.3635882,-3.629490255,1.035,2.179840003,3.05,35,0.8825,1.656720003,2.9104
1,-2.995223886,7.4,-4.273256801,5,2.02,2.96,3.3635882,-3.75,1.035,2.179840003,3.05,35,0.8825,1.656720003,2.9113
1,-3.798499327,17.8,-3.75,3,1.36,2.96,3.3635882,-3.629490255,0.885,3.929120006,3.05,35,0.8825,0.841360001,2.916
1,-3.798499327,17.8,-4.273256801,3,1.36,2.96,3.3635882,-3.629490255,0.885,3.929120006,3.05,35,0.8825,1.656720003,2.919
1,-3.393197278,6.6,-4.684686849,5,2.05,3.16,3.612725,-3.955721302,0.83,2.749760004,2.18,17,0.78,1.656720003,2.9231
1,-3.393197278,6.6,-4.684686849,5,2.05,3.16,3.612725,-3.99502,0.83,2.749760004,2.18,17,0.78,1.656720003,2.9338
1,-3.393197278,6.6,-4.684686849,5,2.05,3.16,3.612725,-4.016865235,0.83,2.749760004,2.18,17,0.78,1.656720003,2.9399
1,-4.431521419,9.1,-4.684686849,3,1.78,3.16,3.612725,-3.955721302,0.94,2.527200004,2.18,17,0.78,1.656720003,2.9406
1,-3.798499327,17.8,-4.273256801,3,1.36,2.96,3.3635882,-3.709164607,0.885,3.929120006,3.05,35,0.8825,1.656720003,2.9431
1,-3.393197278,6.6,-4.684686849,5,2.05,3.16,3.612725,-4.169720578,0.83,2.749760004,2.18,17,0.78,1.656720003,2.9497
1,-3.798499327,17.8,-4.273256801,3,1.36,2.96,3.3635882,-3.75,0.885,3.929120006,3.05,35,0.8825,1.656720003,2.9576
1,-3.27283595,7.4,-4.016865235,5,2.02,3.16,3.612725,-4.684686849,1.035,2.179840003,2.18,17,0.78,0.841360001,2.9618
1,-3.27283595,7.4,-4.016865235,5,2.02,3.16,3.612725,-3.955721302,1.035,2.179840003,2.18,17,0.78,0.841360001,2.9692
1,-2.995223886,7.4,-3.629490255,5,2.02,2.96,3.3635882,-4.273256801,1.035,2.179840003,3.05,35,0.8825,1.118000002,2.9729
1,-4.431521419,9.1,-4.684686849,3,1.78,3.16,3.612725,-4.684686849,0.94,2.527200004,2.18,17,0.78,1.656720003,2.9763
1,-4.431521419,9.1,-3.955721302,3,1.78,3.16,3.612725,-4.169720578,0.94,2.527200004,2.18,17,0.78,1.118000002,2.9765
1,-3.798499327,17.8,-4.273256801,3,1.36,2.96,3.3635882,-3.864613159,0.885,3.929120006,3.05,35,0.8825,1.656720003,2.9815
11,-4.380249636,17.8,-2.931950148,3,1.36,3.16,3.612725,-4.684686849,0.885,3.929120006,2.18,17,0.78,2.962960005,2.9965
1,-2.995223886,7.4,-3.629490255,5,2.02,2.96,3.3635882,-3.629490255,1.035,2.179840003,3.05,35,0.8825,1.118000002,3.0242
1,-4.431521419,9.1,-3.955721302,3,1.78,3.16,3.612725,-4.016865235,0.94,2.527200004,2.18,17,0.78,1.118000002,3.0247
11,-4.380249636,17.8,-2.931950148,3,1.36,3.16,3.612725,-3.99502,0.885,3.929120006,2.18,17,0.78,2.962960005,3.2186
1,-4.526240733,6.8,-3.75,3,1.61,2.96,3.3635882,-3.864613159,0.675,3.441360006,3.05,35,0.8825,0.841360001,3.2274
1,-4.526240733,6.8,-3.75,3,1.61,2.96,3.3635882,-3.709164607,0.675,3.441360006,3.05,35,0.8825,0.841360001,3.228
1,-4.526240733,6.8,-3.75,3,1.61,2.96,3.3635882,-3.75,0.675,3.441360006,3.05,35,0.8825,0.841360001,3.2319
1,-4.242998713,8.12,-4.016865235,3,1.81,3.16,3.612725,-4.169720578,0.76,2.828384005,2.18,17,0.78,0.841360001,3.3614
1,-5.067606027,6.8,-4.169720578,3,1.61,3.16,3.612725,-3.955721302,0.675,3.441360006,2.18,17,0.78,0.795600001,3.3713
1,-4.526240733,6.8,-3.864613159,3,1.61,2.96,3.3635882,-3.864613159,0.675,3.441360006,3.05,35,0.8825,0.795600001,3.3827
1,-3.27283595,7.4,-4.684686849,5,2.02,3.16,3.612725,-4.684686849,1.035,2.179840003,2.18,17,0.78,1.656720003,3.386
1,-4.431521419,9.1,-4.016865235,3,1.78,3.16,3.612725,-3.955721302,0.94,2.527200004,2.18,17,0.78,0.841360001,3.3904
1,-3.27283595,7.4,-3.955721302,5,2.02,3.16,3.612725,-3.955721302,1.035,2.179840003,2.18,17,0.78,1.118000002,3.4113
1,-4.431521419,9.1,-4.016865235,3,1.78,3.16,3.612725,-3.99502,0.94,2.527200004,2.18,17,0.78,0.841360001,3.6181
1,-4.431521419,9.1,-4.169720578,3,1.78,3.16,3.612725,-3.99502,0.94,2.527200004,2.18,17,0.78,0.795600001,3.6966
1,-3.27283595,7.4,-3.955721302,5,2.02,3.16,3.612725,-4.169720578,1.035,2.179840003,2.18,17,0.78,1.118000002,3.7174
1,-4.431521419,9.1,-4.169720578,3,1.78,3.16,3.612725,-4.016865235,0.94,2.527200004,2.18,17,0.78,0.795600001,3.7188
1,-4.431521419,9.1,-4.169720578,3,1.78,3.16,3.612725,-4.169720578,0.94,2.527200004,2.18,17,0.78,0.795600001,3.728
1,-3.27283595,7.4,-3.955721302,5,2.02,3.16,3.612725,-4.016865235,1.035,2.179840003,2.18,17,0.78,1.118000002,3.7325
1,-3.27283595,7.4,-3.955721302,5,2.02,3.16,3.612725,-3.99502,1.035,2.179840003,2.18,17,0.78,1.118000002,3.74
1,-4.380249636,17.8,-4.684686849,3,1.36,3.16,3.612725,-4.684686849,0.885,3.929120006,2.18,17,0.78,1.656720003,3.7403
1,-4.380249636,17.8,-4.684686849,3,1.36,3.16,3.612725,-3.955721302,0.885,3.929120006,2.18,17,0.78,1.656720003,3.7461
1,-4.380249636,17.8,-4.684686849,3,1.36,3.16,3.612725,-3.99502,0.885,3.929120006,2.18,17,0.78,1.656720003,3.7479
1,-4.380249636,17.8,-4.684686849,3,1.36,3.16,3.612725,-4.016865235,0.885,3.929120006,2.18,17,0.78,1.656720003,3.7568
1,-4.380249636,17.8,-4.684686849,3,1.36,3.16,3.612725,-4.169720578,0.885,3.929120006,2.18,17,0.78,1.656720003,3.7762
1,-4.380249636,17.8,-3.955721302,3,1.36,3.16,3.612725,-4.169720578,0.885,3.929120006,2.18,17,0.78,1.118000002,3.9019
1,-4.380249636,17.8,-3.955721302,3,1.36,3.16,3.612725,-4.016865235,0.885,3.929120006,2.18,17,0.78,1.118000002,3.9026
1,-4.380249636,17.8,-3.955721302,3,1.36,3.16,3.612725,-3.99502,0.885,3.929120006,2.18,17,0.78,1.118000002,3.9034
1,-4.380249636,17.8,-3.955721302,3,1.36,3.16,3.612725,-4.684686849,0.885,3.929120006,2.18,17,0.78,1.118000002,3.9052
1,-4.380249636,17.8,-3.955721302,3,1.36,3.16,3.612725,-3.955721302,0.885,3.929120006,2.18,17,0.78,1.118000002,3.9107
1,-5.067606027,6.8,-3.955721302,3,1.61,3.16,3.612725,-4.684686849,0.675,3.441360006,2.18,17,0.78,1.118000002,3.9326
1,-3.27283595,7.4,-4.169720578,5,2.02,3.16,3.612725,-4.169720578,1.035,2.179840003,2.18,17,0.78,0.795600001,3.9431
1,-4.380249636,17.8,-4.169720578,3,1.36,3.16,3.612725,-4.169720578,0.885,3.929120006,2.18,17,0.78,0.795600001,4.0832
1,-5.067606027,6.8,-4.684686849,3,1.61,3.16,3.612725,-3.955721302,0.675,3.441360006,2.18,17,0.78,1.656720003,4.085
1,-4.380249636,17.8,-4.169720578,3,1.36,3.16,3.612725,-4.016865235,0.885,3.929120006,2.18,17,0.78,0.795600001,4.0904
1,-4.380249636,17.8,-4.169720578,3,1.36,3.16,3.612725,-3.99502,0.885,3.929120006,2.18,17,0.78,0.795600001,4.0936
1,-5.067606027,6.8,-3.955721302,3,1.61,3.16,3.612725,-3.99502,0.675,3.441360006,2.18,17,0.78,1.118000002,4.1472
1,-5.067606027,6.8,-4.169720578,3,1.61,3.16,3.612725,-3.99502,0.675,3.441360006,2.18,17,0.78,0.795600001,4.1962
1,-5.067606027,6.8,-4.169720578,3,1.61,3.16,3.612725,-4.016865235,0.675,3.441360006,2.18,17,0.78,0.795600001,4.3396
1,-5.067606027,6.8,-4.016865235,3,1.61,3.16,3.612725,-3.99502,0.675,3.441360006,2.18,17,0.78,0.841360001,4.3455
4,-4.760746764,5.84,-4.451522864,4,2.01,2.96,3.3635882,-3.629490255,0.77,3.868800006,3.05,35,0.8825,3.132480005,0.2753
4,-1.733257706,5.75,-4.451522864,12,1.65,2.96,3.3635882,-3.629490255,0.88,1.356160002,3.05,35,0.8825,3.132480005,0.995
4,-1.733257706,5.75,-4.760746764,12,1.65,2.96,3.3635882,-3.629490255,0.88,1.356160002,3.05,35,0.8825,3.868800006,1.0028
4,-4.023792611,5.6,-5.162132415,2,1.57,3.16,3.612725,-2.931950148,0.59,3.369600005,2.18,17,0.78,3.868800006,0.6144
2,-5.337757107,6.8,-4.023792611,10,1.88,3.16,3.612725,-4.684686849,0.74,4.473040007,2.18,17,0.78,3.369600005,0.0771
2,-5.337757107,6.8,-4.023792611,10,1.88,3.16,3.612725,-3.955721302,0.74,4.473040007,2.18,17,0.78,3.369600005,0.1101
2,-1.733257706,5.75,-3.409421293,12,1.65,2.96,3.3635882,-3.709164607,0.88,1.356160002,3.05,35,0.8825,3.369600005,0.5882
2,-3.205943693,10.6,-4.023792611,2,1.31,3.16,3.612725,-2.61436458,0.86,1.529840002,2.18,17,0.78,3.369600005,0.1128
2,-2.016813197,5.75,-4.023792611,12,1.65,3.16,3.612725,-2.61436458,0.88,1.356160002,2.18,17,0.78,3.369600005,0.0377
7,-2.016813197,5.75,-2.56965337,12,1.65,3.16,3.612725,-2.931950148,0.88,1.356160002,2.18,17,0.78,2.946320005,0.0577
7,-2.016813197,5.75,-2.56965337,12,1.65,3.16,3.612725,-2.61436458,0.88,1.356160002,2.18,17,0.78,2.946320005,0.0068
11,-1.733257706,5.75,-3.401724661,12,1.65,2.96,3.3635882,-3.629490255,0.88,1.356160002,3.05,35,0.8825,3.508960006,0.0012
11,-1.733257706,5.75,-3.401724661,12,1.65,2.96,3.3635882,-3.75,0.88,1.356160002,3.05,35,0.8825,3.508960006,0.0043
11,-4.526240733,6.8,-3.401724661,3,1.61,2.96,3.3635882,-3.629490255,0.675,3.441360006,3.05,35,0.8825,3.508960006,0.0537
11,-5.067606027,6.8,-3.638107435,3,1.61,3.16,3.612725,-3.955721302,0.675,3.441360006,2.18,17,0.78,3.508960006,0.8107
