VB,BEB'X,PB',BEBX,VB',XB',XX,AX,BEAX,RB',EB',PX,NX,RX,EB,Bandgap
11,-3.094295872,6.6,-3.401724661,5,2.05,2.96,3.3635882,-3.629490255,0.83,2.749760004,3.05,35,0.8825,3.508960006,0.2408
11,-4.526240733,6.8,-2.448266732,3,1.61,2.96,3.3635882,-3.629490255,0.675,3.441360006,3.05,35,0.8825,3.829280006,0.0503
11,-4.526240733,6.8,-3.401724661,3,1.61,2.96,3.3635882,-3.709164607,0.675,3.441360006,3.05,35,0.8825,3.508960006,0.0151
11,-3.094295872,6.6,-3.401724661,5,2.05,2.96,3.3635882,-3.709164607,0.83,2.749760004,3.05,35,0.8825,3.508960006,0.2732
11,-4.526240733,6.8,-2.448266732,3,1.61,2.96,3.3635882,-3.709164607,0.675,3.441360006,3.05,35,0.8825,3.829280006,0.0587
11,-3.094295872,6.6,-3.401724661,5,2.05,2.96,3.3635882,-3.75,0.83,2.749760004,3.05,35,0.8825,3.508960006,0.2779
4,-4.023792611,5.6,-4.809185065,2,1.57,3.16,3.612725,-3.955721302,0.59,3.369600005,2.18,17,0.78,3.132480005,2.4111
4,-4.023792611,5.6,-5.162132415,2,1.57,3.16,3.612725,-3.955721302,0.59,3.369600005,2.18,17,0.78,3.868800006,2.4404
4,-0.508989374,9.4,-4.760746764,7,1.55,2.96,3.3635882,-3.709164607,0.648333333,2.946320005,3.05,35,0.8825,3.868800006,1.0317
4,-1.733257706,5.75,-4.760746764,12,1.65,2.96,3.3635882,-3.709164607,0.88,1.356160002,3.05,35,0.8825,3.868800006,1.0371
2,-1.733257706,5.75,-2.692899064,12,1.65,2.96,3.3635882,-3.75,0.88,1.356160002,3.05,35,0.8825,1.529840002,1.3621
2,-1.733257706,5.75,-2.692899064,12,1.65,2.96,3.3635882,-3.629490255,0.88,1.356160002,3.05,35,0.8825,1.529840002,1.4873
7,-2.016813197,5.75,-2.56965337,12,1.65,3.16,3.612725,-3.955721302,0.88,1.356160002,2.18,17,0.78,2.946320005,1.2667
4,-2.56965337,9.4,-4.809185065,7,1.55,3.16,3.612725,-3.955721302,0.648333333,2.946320005,2.18,17,0.78,3.132480005,1.0017
4,-0.508989374,9.4,-4.760746764,7,1.55,2.96,3.3635882,-3.629490255,0.648333333,2.946320005,3.05,35,0.8825,3.868800006,0.9073
4,-2.56965337,9.4,-5.162132415,7,1.55,3.16,3.612725,-3.955721302,0.648333333,2.946320005,2.18,17,0.78,3.868800006,1.0732
2,-2.56965337,9.4,-4.023792611,7,1.55,3.16,3.612725,-4.684686849,0.648333333,2.946320005,2.18,17,0.78,3.369600005,1.8997
2,-0.508989374,9.4,-3.409421293,7,1.55,2.96,3.3635882,-3.629490255,0.648333333,2.946320005,3.05,35,0.8825,3.369600005,1.2218
2,-2.56965337,9.4,-4.023792611,7,1.55,3.16,3.612725,-3.955721302,0.648333333,2.946320005,2.18,17,0.78,3.369600005,1.937
4,-4.023792611,5.6,-4.809185065,2,1.57,3.16,3.612725,-2.931950148,0.59,3.369600005,2.18,17,0.78,3.132480005,0.0841
8,-1.733257706,5.75,-4.919035872,12,1.65,2.96,3.3635882,-3.629490255,0.88,1.356160002,3.05,35,0.8825,4.321200007,0.0021
8,-1.733257706,5.75,-4.919035872,12,1.65,2.96,3.3635882,-3.709164607,0.88,1.356160002,3.05,35,0.8825,4.321200007,0.0008
10,-1.733257706,5.75,-5.262083316,12,1.65,2.96,3.3635882,-3.629490255,0.88,1.356160002,3.05,35,0.8825,4.473040007,0.0028
10,-1.733257706,5.75,-5.262083316,12,1.65,2.96,3.3635882,-3.709164607,0.88,1.356160002,3.05,35,0.8825,4.473040007,0.0105
4,-4.760746764,5.84,-4.451522864,4,2.01,2.96,3.3635882,-3.75,0.77,3.868800006,3.05,35,0.8825,3.132480005,0.4255
4,-4.919035872,8.4,-4.760746764,8,1.83,2.96,3.3635882,-3.709164607,0.8525,4.321200007,3.05,35,0.8825,3.868800006,0.0004
4,-2.086516895,7.6,-4.760746764,9,2.2,2.96,3.3635882,-3.709164607,0.765,6.957600011,3.05,35,0.8825,3.868800006,0.0278
4,-3.230996045,6.5,-4.760746764,10,2.28,2.96,3.3635882,-3.709164607,0.805,5.883280009,3.05,35,0.8825,3.868800006,0.0329
4,-4.919035872,8.4,-4.760746764,8,1.83,2.96,3.3635882,-3.75,0.8525,4.321200007,3.05,35,0.8825,3.868800006,0.0007
4,-3.230996045,6.5,-4.760746764,10,2.28,2.96,3.3635882,-3.75,0.805,5.883280009,3.05,35,0.8825,3.868800006,0.0298
4,-2.692899064,10.6,-4.760746764,2,1.31,2.96,3.3635882,-2.710961454,0.86,1.529840002,3.05,35,0.8825,3.868800006,0.4059
2,-1.921753201,7.5,-4.023792611,9,1.91,3.16,3.612725,-3.955721302,0.768333333,4.437680007,2.18,17,0.78,3.369600005,0.0027
2,-1.733257706,5.75,-3.409421293,12,1.65,2.96,3.3635882,-3.629490255,0.88,1.356160002,3.05,35,0.8825,3.369600005,0.5988
2,-2.692899064,10.6,-3.409421293,2,1.31,2.96,3.3635882,-2.710961454,0.86,1.529840002,3.05,35,0.8825,3.369600005,0.6648
2,-2.56965337,9.4,-4.023792611,7,1.55,3.16,3.612725,-2.931950148,0.648333333,2.946320005,2.18,17,0.78,3.369600005,0.3927
9,-5.262083316,6.8,-1.125609138,10,1.88,2.96,3.3635882,-3.709164607,0.74,4.473040007,3.05,35,0.8825,4.437680007,0.0012
9,-5.337757107,6.8,-1.921753201,10,1.88,3.16,3.612725,-3.99502,0.74,4.473040007,2.18,17,0.78,4.437680007,0.0049
9,-3.230996045,6.5,-1.125609138,10,2.28,2.96,3.3635882,-3.709164607,0.805,5.883280009,3.05,35,0.8825,4.437680007,0.0069
9,-3.230996045,6.5,-1.125609138,10,2.28,2.96,3.3635882,-3.75,0.805,5.883280009,3.05,35,0.8825,4.437680007,0.0038
11,-5.067606027,6.8,-3.638107435,3,1.61,3.16,3.612725,-3.99502,0.675,3.441360006,2.18,17,0.78,3.508960006,0.7686
11,-4.057958743,9.1,-3.401724661,3,1.78,2.96,3.3635882,-3.709164607,0.94,2.527200004,3.05,35,0.8825,3.508960006,0.0004
11,-4.057958743,9.1,-3.401724661,3,1.78,2.96,3.3635882,-3.75,0.94,2.527200004,3.05,35,0.8825,3.508960006,0.0005
2,-2.016813197,5.75,-4.023792611,12,1.65,3.16,3.612725,-3.955721302,0.88,1.356160002,2.18,17,0.78,3.369600005,2.0764
2,-0.508989374,9.4,-2.692899064,7,1.55,2.96,3.3635882,-3.629490255,0.648333333,2.946320005,3.05,35,0.8825,1.529840002,1.9994
2,-0.508989374,9.4,-2.692899064,7,1.55,2.96,3.3635882,-3.709164607,0.648333333,2.946320005,3.05,35,0.8825,1.529840002,2.038
4,-0.508989374,9.4,-4.451522864,7,1.55,2.96,3.3635882,-3.629490255,0.648333333,2.946320005,3.05,35,0.8825,3.132480005,0.496493373
4,-1.733257706,5.75,-4.760746764,12,1.65,2.96,3.3635882,-3.75,0.88,1.356160002,3.05,35,0.8825,3.868800006,0.224001037
4,-0.508989374,9.4,-4.451522864,7,1.55,2.96,3.3635882,-3.709164607,0.648333333,2.946320005,3.05,35,0.8825,3.132480005,0.9243
4,-1.733257706,5.75,-4.451522864,12,1.65,2.96,3.3635882,-3.75,0.88,1.356160002,3.05,35,0.8825,3.132480005,1.0563
4,-5.337757107,6.8,-5.162132415,10,1.88,3.16,3.612725,-3.99502,0.74,4.473040007,2.18,17,0.78,3.868800006,0.0097
2,-1.125609138,7.5,-2.692899064,9,1.91,2.96,3.3635882,-3.629490255,0.768333333,4.437680007,3.05,35,0.8825,1.529840002,0.0037
2,-1.125609138,7.5,-2.692899064,9,1.91,2.96,3.3635882,-3.709164607,0.768333333,4.437680007,3.05,35,0.8825,1.529840002,0.0014
2,-1.125609138,7.5,-2.692899064,9,1.91,2.96,3.3635882,-3.75,0.768333333,4.437680007,3.05,35,0.8825,1.529840002,0.0016
1,-3.706595889,8.12,-3.709164607,3,1.81,2.96,3.3635882,-3.864613159,0.76,2.828384005,3.05,35,0.8825,0.925600001,2.0117
1,-3.706595889,8.12,-3.709164607,3,1.81,2.96,3.3635882,-3.75,0.76,2.828384005,3.05,35,0.8825,0.925600001,2.0386
1,-3.706595889,8.12,-3.709164607,3,1.81,2.96,3.3635882,-3.709164607,0.76,2.828384005,3.05,35,0.8825,0.925600001,2.0647
1,-4.057958743,9.1,-3.709164607,3,1.78,2.96,3.3635882,-3.864613159,0.94,2.527200004,3.05,35,0.8825,0.925600001,2.3721
1,-4.057958743,9.1,-3.709164607,3,1.78,2.96,3.3635882,-3.75,0.94,2.527200004,3.05,35,0.8825,0.925600001,2.3948
1,-4.057958743,9.1,-3.709164607,3,1.78,2.96,3.3635882,-3.629490255,0.94,2.527200004,3.05,35,0.8825,0.925600001,2.4023
1,-4.057958743,9.1,-3.709164607,3,1.78,2.96,3.3635882,-3.709164607,0.94,2.527200004,3.05,35,0.8825,0.925600001,2.4127
1,-3.094295872,6.6,-3.709164607,5,2.05,2.96,3.3635882,-4.273256801,0.83,2.749760004,3.05,35,0.8825,0.925600001,2.4162
1,-4.057958743,9.1,-3.709164607,3,1.78,2.96,3.3635882,-4.273256801,0.94,2.527200004,3.05,35,0.8825,0.925600001,2.4178
1,-3.393197278,6.6,-3.99502,5,2.05,3.16,3.612725,-4.684686849,0.83,2.749760004,2.18,17,0.78,0.925600001,2.5925
1,-3.393197278,6.6,-3.99502,5,2.05,3.16,3.612725,-3.955721302,0.83,2.749760004,2.18,17,0.78,0.925600001,2.6234
1,-4.526240733,6.8,-3.709164607,3,1.61,2.96,3.3635882,-4.273256801,0.675,3.441360006,3.05,35,0.8825,0.925600001,2.8385
1,-3.094295872,6.6,-3.709164607,5,2.05,2.96,3.3635882,-3.864613159,0.83,2.749760004,3.05,35,0.8825,0.925600001,2.8498
1,-3.798499327,17.8,-3.709164607,3,1.36,2.96,3.3635882,-4.273256801,0.885,3.929120006,3.05,35,0.8825,0.925600001,2.966
1,-3.798499327,17.8,-3.709164607,3,1.36,2.96,3.3635882,-3.629490255,0.885,3.929120006,3.05,35,0.8825,0.925600001,3.0022
1,-4.526240733,6.8,-3.709164607,3,1.61,2.96,3.3635882,-3.75,0.675,3.441360006,3.05,35,0.8825,0.925600001,3.1552
1,-3.27283595,7.4,-3.99502,5,2.02,3.16,3.612725,-3.955721302,1.035,2.179840003,2.18,17,0.78,0.925600001,3.1683
1,-4.526240733,6.8,-3.709164607,3,1.61,2.96,3.3635882,-3.709164607,0.675,3.441360006,3.05,35,0.8825,0.925600001,3.182
1,-3.798499327,17.8,-3.709164607,3,1.36,2.96,3.3635882,-3.709164607,0.885,3.929120006,3.05,35,0.8825,0.925600001,3.2257
1,-3.798499327,17.8,-3.709164607,3,1.36,2.96,3.3635882,-3.75,0.885,3.929120006,3.05,35,0.8825,0.925600001,3.2267
1,-3.798499327,17.8,-3.709164607,3,1.36,2.96,3.3635882,-3.864613159,0.885,3.929120006,3.05,35,0.8825,0.925600001,3.2293
1,-4.242998713,8.12,-3.99502,3,1.81,3.16,3.612725,-4.169720578,0.76,2.828384005,2.18,17,0.78,0.925600001,3.2414
1,-4.242998713,8.12,-3.99502,3,1.81,3.16,3.612725,-3.955721302,0.76,2.828384005,2.18,17,0.78,0.925600001,3.3583
1,-4.242998713,8.12,-3.99502,3,1.81,3.16,3.612725,-4.684686849,0.76,2.828384005,2.18,17,0.78,0.925600001,3.3637
1,-2.995223886,7.4,-3.709164607,5,2.02,2.96,3.3635882,-3.864613159,1.035,2.179840003,3.05,35,0.8825,0.925600001,3.4155
1,-2.995223886,7.4,-3.709164607,5,2.02,2.96,3.3635882,-3.75,1.035,2.179840003,3.05,35,0.8825,0.925600001,3.4253
1,-2.995223886,7.4,-3.709164607,5,2.02,2.96,3.3635882,-3.709164607,1.035,2.179840003,3.05,35,0.8825,0.925600001,3.4265
1,-4.431521419,9.1,-3.99502,3,1.78,3.16,3.612725,-3.955721302,0.94,2.527200004,2.18,17,0.78,0.925600001,3.4277
1,-5.067606027,6.8,-3.99502,3,1.61,3.16,3.612725,-4.684686849,0.675,3.441360006,2.18,17,0.78,0.925600001,3.6678
1,-4.380249636,17.8,-3.99502,3,1.36,3.16,3.612725,-4.684686849,0.885,3.929120006,2.18,17,0.78,0.925600001,3.7095
1,-5.067606027,6.8,-3.99502,3,1.61,3.16,3.612725,-3.955721302,0.675,3.441360006,2.18,17,0.78,0.925600001,3.7159
1,-4.380249636,17.8,-3.99502,3,1.36,3.16,3.612725,-3.955721302,0.885,3.929120006,2.18,17,0.78,0.925600001,3.743
11,-6.98499023,22.7,-4.070800974,3,1.22,3.98,3.4011897,-4.393533774,1.04,4.416880007,0.557,9,0.705,3.508960006,0.8794
11,-6.98499023,22.7,-4.070800974,3,1.22,3.98,3.4011897,-4.699781335,1.04,4.416880007,0.557,9,0.705,3.508960006,1.3822
11,-6.98499023,22.7,-3.178730516,3,1.22,3.98,3.4011897,-5.73747418,1.04,4.416880007,0.557,9,0.705,2.962960005,1.5356
11,-3.75412371,22.7,-3.015509414,3,1.22,2.66,3.0590368,-3.689630919,1.04,4.416880007,4.7,53,1.273333333,3.508960006,1.5441
11,-3.75412371,22.7,-3.015509414,3,1.22,2.66,3.0590368,-3.154280889,1.04,4.416880007,4.7,53,1.273333333,3.508960006,1.6124
11,-6.98499023,22.7,-3.178730516,3,1.22,3.98,3.4011897,-4.55891026,1.04,4.416880007,0.557,9,0.705,2.962960005,1.641
11,-3.75412371,22.7,-3.015509414,3,1.22,2.66,3.0590368,-3.400777446,1.04,4.416880007,4.7,53,1.273333333,3.508960006,1.7062
11,-3.75412371,22.7,-3.015509414,3,1.22,2.66,3.0590368,-3.277171207,1.04,4.416880007,4.7,53,1.273333333,3.508960006,1.7409
1,-3.75412371,22.7,-3.400777446,3,1.22,2.66,3.0590368,-3.154280889,1.04,4.416880007,4.7,53,1.273333333,0.795600001,2.2776
1,-3.75412371,22.7,-3.400777446,3,1.22,2.66,3.0590368,-3.689630919,1.04,4.416880007,4.7,53,1.273333333,0.795600001,2.2812
11,-3.75412371,22.7,-2.403892393,3,1.22,2.66,3.0590368,-3.154280889,1.04,4.416880007,4.7,53,1.273333333,2.962960005,2.2845
1,-3.75412371,22.7,-3.689630919,3,1.22,2.66,3.0590368,-3.689630919,1.04,4.416880007,4.7,53,1.273333333,1.656720003,2.2854
1,-3.75412371,22.7,-3.277171207,3,1.22,2.66,3.0590368,-3.154280889,1.04,4.416880007,4.7,53,1.273333333,0.841360001,2.3362
1,-3.75412371,22.7,-3.154280889,3,1.22,2.66,3.0590368,-3.689630919,1.04,4.416880007,4.7,53,1.273333333,1.118000002,2.3442
1,-3.75412371,22.7,-3.689630919,3,1.22,2.66,3.0590368,-3.154280889,1.04,4.416880007,4.7,53,1.273333333,1.656720003,2.3677
1,-3.75412371,22.7,-3.154280889,3,1.22,2.66,3.0590368,-3.154280889,1.04,4.416880007,4.7,53,1.273333333,1.118000002,2.4004
11,-6.98499023,22.7,-3.178730516,3,1.22,3.98,3.4011897,-4.540020928,1.04,4.416880007,0.557,9,0.705,2.962960005,2.6195
1,-3.75412371,22.7,-3.689630919,3,1.22,2.66,3.0590368,-3.276070522,1.04,4.416880007,4.7,53,1.273333333,1.656720003,2.9702
1,-3.75412371,22.7,-3.689630919,3,1.22,2.66,3.0590368,-3.277171207,1.04,4.416880007,4.7,53,1.273333333,1.656720003,2.9885
1,-3.75412371,22.7,-3.689630919,3,1.22,2.66,3.0590368,-3.400777446,1.04,4.416880007,4.7,53,1.273333333,1.656720003,3.0084
1,-3.75412371,22.7,-3.154280889,3,1.22,2.66,3.0590368,-3.400777446,1.04,4.416880007,4.7,53,1.273333333,1.118000002,3.1503
1,-3.75412371,22.7,-3.400777446,3,1.22,2.66,3.0590368,-3.277171207,1.04,4.416880007,4.7,53,1.273333333,0.795600001,3.208
1,-3.75412371,22.7,-3.400777446,3,1.22,2.66,3.0590368,-3.400777446,1.04,4.416880007,4.7,53,1.273333333,0.795600001,3.3577
1,-6.98499023,22.7,-4.55891026,3,1.22,3.98,3.4011897,-5.73747418,1.04,4.416880007,0.557,9,0.705,1.118000002,5.0544
1,-6.98499023,22.7,-5.73747418,3,1.22,3.98,3.4011897,-5.73747418,1.04,4.416880007,0.557,9,0.705,1.656720003,5.3126
1,-6.98499023,22.7,-4.699781335,3,1.22,3.98,3.4011897,-4.393533774,1.04,4.416880007,0.557,9,0.705,0.795600001,5.3425
1,-6.98499023,22.7,-5.73747418,3,1.22,3.98,3.4011897,-4.55891026,1.04,4.416880007,0.557,9,0.705,1.656720003,5.4257
1,-6.98499023,22.7,-4.393533774,3,1.22,3.98,3.4011897,-4.540020928,1.04,4.416880007,0.557,9,0.705,0.841360001,5.5469
1,-6.98499023,22.7,-4.55891026,3,1.22,3.98,3.4011897,-4.393533774,1.04,4.416880007,0.557,9,0.705,1.118000002,6.4712
1,-6.98499023,22.7,-4.393533774,3,1.22,3.98,3.4011897,-4.393533774,1.04,4.416880007,0.557,9,0.705,0.841360001,5.7743
1,-3.75412371,22.7,-3.276070522,3,1.22,2.66,3.0590368,-3.689630919,1.04,4.416880007,4.7,53,1.273333333,0.925600001,2.347
1,-3.75412371,22.7,-3.276070522,3,1.22,2.66,3.0590368,-3.154280889,1.04,4.416880007,4.7,53,1.273333333,0.925600001,2.3723
1,-3.75412371,22.7,-3.276070522,3,1.22,2.66,3.0590368,-3.276070522,1.04,4.416880007,4.7,53,1.273333333,0.925600001,3.1848
1,-6.98499023,22.7,-4.540020928,3,1.22,3.98,3.4011897,-4.699781335,1.04,4.416880007,0.557,9,0.705,0.925600001,6.4726
1,-6.98499023,22.7,-4.540020928,3,1.22,3.98,3.4011897,-4.393533774,1.04,4.416880007,0.557,9,0.705,0.925600001,6.0117
1,-6.98499023,22.7,-4.540020928,3,1.22,3.98,3.4011897,-4.540020928,1.04,4.416880007,0.557,9,0.705,0.925600001,5.8006
11,-5.206296412,22.7,-3.638107435,3,1.22,3.16,3.612725,-4.684686849,1.04,4.416880007,2.18,17,0.78,3.508960006,1.4271
11,-4.561803061,22.7,-3.401724661,3,1.22,2.96,3.3635882,-4.273256801,1.04,4.416880007,3.05,35,0.8825,3.508960006,1.4795
11,-5.206296412,22.7,-3.638107435,3,1.22,3.16,3.612725,-3.955721302,1.04,4.416880007,2.18,17,0.78,3.508960006,1.5248
11,-4.561803061,22.7,-3.401724661,3,1.22,2.96,3.3635882,-3.629490255,1.04,4.416880007,3.05,35,0.8825,3.508960006,1.56
11,-4.561803061,22.7,-3.401724661,3,1.22,2.96,3.3635882,-3.864613159,1.04,4.416880007,3.05,35,0.8825,3.508960006,2.0653
11,-4.561803061,22.7,-3.401724661,3,1.22,2.96,3.3635882,-3.709164607,1.04,4.416880007,3.05,35,0.8825,3.508960006,2.1194
11,-5.206296412,22.7,-3.638107435,3,1.22,3.16,3.612725,-3.99502,1.04,4.416880007,2.18,17,0.78,3.508960006,2.3787
11,-5.206296412,22.7,-3.638107435,3,1.22,3.16,3.612725,-4.169720578,1.04,4.416880007,2.18,17,0.78,3.508960006,2.3917
11,-5.206296412,22.7,-3.638107435,3,1.22,3.16,3.612725,-4.016865235,1.04,4.416880007,2.18,17,0.78,3.508960006,2.4383
11,-4.561803061,22.7,-2.710961454,3,1.22,2.96,3.3635882,-3.629490255,1.04,4.416880007,3.05,35,0.8825,2.962960005,2.5288
1,-4.561803061,22.7,-3.864613159,3,1.22,2.96,3.3635882,-3.629490255,1.04,4.416880007,3.05,35,0.8825,0.795600001,2.8469
1,-4.561803061,22.7,-3.75,3,1.22,2.96,3.3635882,-4.273256801,1.04,4.416880007,3.05,35,0.8825,0.841360001,2.9337
1,-4.561803061,22.7,-3.75,3,1.22,2.96,3.3635882,-3.629490255,1.04,4.416880007,3.05,35,0.8825,0.841360001,2.9397
11,-4.561803061,22.7,-2.710961454,3,1.22,2.96,3.3635882,-3.864613159,1.04,4.416880007,3.05,35,0.8825,2.962960005,3.1563
1,-4.561803061,22.7,-3.75,3,1.22,2.96,3.3635882,-3.709164607,1.04,4.416880007,3.05,35,0.8825,0.841360001,3.711
11,-5.206296412,22.7,-2.931950148,3,1.22,3.16,3.612725,-4.169720578,1.04,4.416880007,2.18,17,0.78,2.962960005,3.7129
1,-4.561803061,22.7,-3.864613159,3,1.22,2.96,3.3635882,-3.75,1.04,4.416880007,3.05,35,0.8825,0.795600001,3.7671
1,-5.206296412,22.7,-4.684686849,3,1.22,3.16,3.612725,-4.684686849,1.04,4.416880007,2.18,17,0.78,1.656720003,3.8775
1,-4.561803061,22.7,-3.629490255,3,1.22,2.96,3.3635882,-3.709164607,1.04,4.416880007,3.05,35,0.8825,1.118000002,3.9406
1,-4.561803061,22.7,-3.629490255,3,1.22,2.96,3.3635882,-3.75,1.04,4.416880007,3.05,35,0.8825,1.118000002,4.1112
1,-4.561803061,22.7,-3.75,3,1.22,2.96,3.3635882,-3.864613159,1.04,4.416880007,3.05,35,0.8825,0.841360001,4.1795
1,-4.561803061,22.7,-3.629490255,3,1.22,2.96,3.3635882,-3.864613159,1.04,4.416880007,3.05,35,0.8825,1.118000002,4.2034
1,-5.206296412,22.7,-4.169720578,3,1.22,3.16,3.612725,-3.99502,1.04,4.416880007,2.18,17,0.78,0.795600001,4.2609
1,-5.206296412,22.7,-4.016865235,3,1.22,3.16,3.612725,-3.99502,1.04,4.416880007,2.18,17,0.78,0.841360001,4.4277
1,-5.206296412,22.7,-4.684686849,3,1.22,3.16,3.612725,-4.169720578,1.04,4.416880007,2.18,17,0.78,1.656720003,4.9098
1,-5.206296412,22.7,-4.684686849,3,1.22,3.16,3.612725,-3.99502,1.04,4.416880007,2.18,17,0.78,1.656720003,4.9285
1,-4.561803061,22.7,-3.709164607,3,1.22,2.96,3.3635882,-4.273256801,1.04,4.416880007,3.05,35,0.8825,0.925600001,2.986
1,-4.561803061,22.7,-3.709164607,3,1.22,2.96,3.3635882,-3.629490255,1.04,4.416880007,3.05,35,0.8825,0.925600001,3.0049
1,-5.206296412,22.7,-3.99502,3,1.22,3.16,3.612725,-4.684686849,1.04,4.416880007,2.18,17,0.78,0.925600001,3.6734
1,-5.206296412,22.7,-3.99502,3,1.22,3.16,3.612725,-3.955721302,1.04,4.416880007,2.18,17,0.78,0.925600001,3.6909
1,-4.561803061,22.7,-3.709164607,3,1.22,2.96,3.3635882,-3.864613159,1.04,4.416880007,3.05,35,0.8825,0.925600001,4.2859
